Application,ProcessID,SwapChainAddress,PresentRuntime,SyncInterval,PresentFlags,AllowsTearing,PresentMode,CPUStartTime,FrameTime,CPUBusy,CPUWait,GPULatency,GPUTime,GPUBusy,GPUWait,DisplayLatency,DisplayedTime,AnimationError,AnimationTime,MsFlipDelay,AllInputToPhotonLatency,ClickToPhotonLatency
elpian_ui_example.exe,2372,0x1F5231A5900,DXGI,0,0,0,Composed: Copy with GPU GDI,9197.3030,36.6520,36.5836,0.0684,2.3944,36.5594,2.5873,33.9721,57.4694,33.3434,-11.2120,9197.3030,NA,NA,NA
elpian_ui_example.exe,2372,0x1F5231A5900,DXGI,0,0,0,Composed: Copy with GPU GDI,9233.9550,36.7766,36.7033,0.0733,2.3065,37.1845,2.8535,34.3310,54.1608,66.6144,3.3086,9233.9550,NA,NA,NA
elpian_ui_example.exe,2372,0x1F5231A5900,DXGI,0,0,0,Composed: Copy with GPU GDI,9270.7316,63.5341,63.4631,0.0710,2.7181,62.8503,2.5613,60.2890,83.9986,16.6345,-29.8378,9270.7316,NA,NA,NA
elpian_ui_example.exe,2372,0x1F5231A5900,DXGI,0,0,0,Composed: Copy with GPU GDI,9334.2657,23.4606,23.3881,0.0725,2.0414,23.6061,2.5670,21.0391,37.0990,49.9625,46.8996,9334.2657,NA,NA,NA
elpian_ui_example.exe,2372,0x1F5231A5900,DXGI,0,0,0,Composed: Copy with GPU GDI,9357.7263,36.3841,36.3040,0.0801,2.1938,36.5904,2.5885,34.0019,63.6009,33.4435,-26.5019,9357.7263,NA,NA,NA
elpian_ui_example.exe,2372,0x1F5231A5900,DXGI,0,0,0,Composed: Copy with GPU GDI,9394.1104,39.8754,39.8201,0.0553,2.4047,39.8629,2.5955,37.2674,60.6603,33.3373,2.9406,9394.1104,NA,NA,NA
elpian_ui_example.exe,2372,0x1F5231A5900,DXGI,0,0,0,Composed: Copy with GPU GDI,9433.9858,38.4401,38.3556,0.0845,2.3963,38.1487,2.4731,35.6756,54.1222,33.3295,6.5381,9433.9858,NA,NA,NA
elpian_ui_example.exe,2372,0x1F5231A5900,DXGI,0,0,0,Composed: Copy with GPU GDI,9472.4259,41.1034,41.0178,0.0856,2.1094,41.3862,2.5901,38.7961,49.0116,33.2745,5.1106,9472.4259,NA,NA,NA
elpian_ui_example.exe,2372,0x1F5231A5900,DXGI,0,0,0,Composed: Copy with GPU GDI,9513.5293,19.8327,19.7603,0.0724,2.3969,19.7603,2.5945,17.1658,41.1827,33.3114,7.8289,9513.5293,NA,NA,NA
elpian_ui_example.exe,2372,0x1F5231A5900,DXGI,0,0,0,Composed: Copy with GPU GDI,9533.3620,22.9791,22.9217,0.0574,2.3290,23.0720,2.5649,20.5071,54.6614,16.7434,-13.4787,9533.3620,NA,NA,NA
elpian_ui_example.exe,2372,0x1F5231A5900,DXGI,0,0,0,Composed: Copy with GPU GDI,9556.3411,37.0301,36.9439,0.0862,2.4259,37.0035,2.5961,34.4074,48.4257,49.9964,6.2357,9556.3411,NA,NA,NA
elpian_ui_example.exe,2372,0x1F5231A5900,DXGI,0,0,0,Composed: Copy with GPU GDI,9593.3712,40.8613,40.7866,0.0747,2.4042,40.7703,2.5880,38.1823,61.3920,49.9459,-12.9663,9593.3712,NA,NA,NA
elpian_ui_example.exe,2372,0x1F5231A5900,DXGI,0,0,0,Composed: Copy with GPU GDI,9634.2325,37.4894,37.4325,0.0569,2.3178,37.7047,2.6587,35.0460,70.4766,16.7251,-9.0846,9634.2325,NA,NA,NA
elpian_ui_example.exe,2372,0x1F5231A5900,DXGI,0,0,0,Composed: Copy with GPU GDI,9671.7219,42.6801,42.6073,0.0728,2.5370,42.4264,2.4885,39.9379,49.7123,66.7178,20.7643,9671.7219,NA,NA,NA
elpian_ui_example.exe,2372,0x1F5231A5900,DXGI,0,0,0,Composed: Copy with GPU GDI,9714.4020,39.5323,39.4605,0.0718,2.2880,40.6441,3.6274,37.0167,73.7500,49.9151,-24.0377,9714.4020,NA,NA,NA
elpian_ui_example.exe,2372,0x1F5231A5900,DXGI,0,0,0,Composed: Copy with GPU GDI,9753.9343,66.0629,65.9818,0.0811,3.4043,65.1196,2.5328,62.5868,84.1328,33.3308,-10.3828,9753.9343,NA,NA,NA
elpian_ui_example.exe,2372,0x1F5231A5900,DXGI,0,0,0,Composed: Copy with GPU GDI,9819.9972,42.2255,42.1398,0.0857,2.4682,42.1947,2.5757,39.6190,51.4007,49.9756,32.7321,9819.9972,NA,NA,NA
